54;G1023,G945;0.000821;0.000821;0.000000
55;G1784,G984;1.000000;1.000000;0.000000
56;G1518,G768;10.998970;10.998970;0.000000
57;G1438,G682,G459;4.330719;4.330719;0.000000
58;G152,G1946,G314;3.159968;3.159968;0.000000
59;G1745,G307,G308;8.991785;8.991785;0.000000
60;G1889,G733,G1939,G78;4.000550;1.001650;5.195676
61;G2128,G630,G810;0.548291;0.548291;0.686263
62;G1018,G583,G24;4.985089;4.985089;0.000000
63;G200,G268,G393;1.055532;1.055532;0.066431
64;G1517,G1525,G1635;2.035402;2.035402;2.828427
65;G1494,G1495,G1621,G871;3.096362;3.745435;1.124227
66;G1015,G839,G850,G788;5.111544;5.167316;0.096600
67;G103,G1957;0.002408;0.002408;0.000000
68;G108,G260,G1350,G99,G1839;3.042539;2.537542;2.114792
69;G142,G250;0.003633;0.003633;0.000000
70;G123,G1799,G835;3.000000;3.000000;0.000000
71;G1587,G1708,G322;6.153119;6.153119;0.000000
72;G474,G84;2.000000;2.000000;0.000000
73;G1524,G1576,G1805;0.541954;0.541954;0.647775
74;G675,G832;2.000000;2.000000;0.000000
75;G1141,G146,G1761,G1747;3.195239;3.792858;1.035107
76;G1258,G128;1.006175;1.006175;0.000000
77;G1543,G975;7.000000;7.000000;0.000000
78;G1065,G233,G1322;5.000000;5.000000;0.000000
79;G465,G497,G500;2.000000;2.000000;0.000000
80;G1648,G1653,G1785,G848,G538;7.251502;7.378260;3.467961
81;G1759,G991,G990,G992;2.098361;2.098361;0.000000
82;G1360,G1420;2.674406;2.674406;0.000000
83;G395,G89;3.000042;3.000042;0.000000
84;G1638,G439;3.082252;3.082252;0.000000
85;G1180,G1181,G1446,G405,G76,G1965;1.291913;1.095109;0.494952
86;G1782,G1954;1.000000;1.000000;0.000000
87;G1469,G94;4.000000;4.000000;0.000000
88;G565,G580;0.849479;0.849479;0.000000
89;G1519,G1613,G1647;8.115463;8.115463;0.000000
90;G1431,G25;2.471449;2.471449;0.000000
91;G1835,G1851;10.000000;10.000000;0.000000
92;G934,G976;1.000000;1.000000;0.000000
93;G1107,G1274;6.000000;6.000000;0.000000
94;G1190,G262,G641;1.339963;1.339963;0.000000
95;G120,G431,G435;0.536424;0.536424;0.000000
96;G1268,G1377;1.000000;1.000000;0.000000
97;G1269,G1355;0.023350;0.023350;0.000000
98;G1564,G1742;0.485886;0.485886;0.000000
99;G665,G684;9.000000;9.000000;0.000000
100;G242,G467;10.000000;10.000000;0.000000
101;G1636,G454;4.000000;4.000000;0.000000
102;G1161,G1736;0.002721;0.002721;0.000000
103;G1507,G1791,G1803;5.988524;5.988524;0.000000
104;G1464,G862;8.000000;8.000000;0.000000
105;G114,G1330,G679,G815,G813;0.532469;0.532469;0.000000
106;G177,G318;1.000000;1.000000;0.000000
107;G1309,G1310,G1634;1.764683;1.764683;2.474874
108;G1304,G1305;0.013638;0.013638;0.000000
109;G1620,G1628;0.004064;0.004064;0.000000
110;G1128,G1562;0.003969;0.003969;0.000000
111;G1156,G19,G940,G1440;9.911996;9.911996;0.000000
112;G377,G883;2.056308;2.056308;0.000000
